ZAI;INP_ID;INP_NOM_ENT;INP_CHEZ_ENT;INP_RUE_ENT;INP_NPA_ENT;INP_LOC_ENT;INP_CANTON_SIEGE_ENT;INP_PAYS_SIEGE_ENT;INP_FORME_JURIDIQUE_ENT;INP_CODE_FORME_JURIDIQUE_ENT;INP_LANG_ENT;INP_SIEGE_ENT;INP_IDE;REF_IDE;REF_NOM_ENT;REF_CANTONAL_ID;MATCHING_DISTANCES;MATCHING_WEIGHT;;REMARQUE OIPM;RECHERCHE NO IDE  ;ANNONCER à L'IDE;PROBLEMES DIVERS;;
SNB;19714;Association des commerçants et artisans de Leysin;c/o M. Pierre-Alain Dubois;Chalet Brun;1854;Leysin;VD;CH;association;109;Français;Leysin;;108656400;Association des commerçants de Signy Centre;101643334;0.6734693877551021|1.0;0.891156463;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25112;Communauté Catholique de Baulmes;c/o M. Olivier Salvi;Chemin Henri Giroud 11;1446;Baulmes;VD;CH;association;109;Français;Baulmes;;405875048;Communauté catholique de Gland;101441563;0.78125|1.0;0.927083333;;pas RC;rien trouvé;OUI;;;
SNB;51783;Association des Amis du Vieux Vevey VIBISCUM;Dr. François Chavannes;Rue d' Italie 20 bis;1800;Vevey;VD;CH;association;109;Français;Vevey;;101867083;Association des amis du Zoo de Servion;101667717;0.5909090909090908|1.0;0.863636364;;pas RC;rien trouvé;OUI;;;
SNB;28492;Association Mémoire de Lausanne AML;p.a. Musée Historique;Place de la Cathédrale 4;1005;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;171560572;Association Mémoire de Lausanne;101576079;0.8857142857142857|1.0;0.961904762;;pas RC;CHE-171.560.572;NON;;;
SNB;51271;Fédération Suisse des Sourds SGB-FSS;;Avenue de Provence 16;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;302774769;Fédération Suisse des Amis de la Nature;101596250;0.6153846153846154|1.0;0.871794872;;pas RC;rien trouvé;OUI;;;
SNB;55107;Association Polonaise de Lausanne;;Case postale 20;1000;Lausanne 3 Cour;VD;CH;association;109;Français;Lausanne;;171560572;Association Mémoire de Lausanne;101576079;0.8181818181818181|1.0;0.939393939;;pas RC;rien trouvé;OUI;;;
SNB;25292;Association Vieux-Baulmes;p.a. M. Pierre Deriaz;Président du musée;1446;Baulmes;VD;CH;association;109;Français;Baulmes;;318051932;Association Vieux-Moudon;101650717;0.76|1.0;0.92;;pas RC;CHE-284.772.078;NON;;;
SNB+DVT;52153;Société vaudoise des pêcheurs en rivières Section de Moudon;c/o M. Jean Fluckiger;Avenue du Fey 1;1510;Moudon;VD;CH;association;109;Français;Moudon;;103644631;Société Vaudoise des Pêcheurs En Rivière / le Moulinet;101643966;0.711864406779661|1.0;0.903954802;;pas RC;rien trouvé;OUI;;;
SNB;52198;"Association des Amis de la Fondation "" La Maison de la Rivière""";Rte de Genève, Le Boiron;Case postale 88;1131;Tolochenaz;VD;CH;association;109;Français;Tolochenaz;;111710916;Association Les Amis de la Fondation Little Dreams en liquidation;101522310;0.6307692307692307|1.0;0.876923077;;pas RC;rien trouvé;OUI;;;
SNB+DVT;52241;Eglise évangélique La Fraternité Chrétienne d'Orbe;;Avenue de Thienne 6;1350;Orbe;VD;CH;association;109;Français;Orbe;;114258568;Eglise Evangélique Fraternite Chrétienne;101621516;0.76|1.0;0.92;;pas RC;CHE-114.258.568;NON;;;
SNB+DVT;52245;Eglise de la Fraternité Chrétienne de Lausanne;Chapelle de Malley;Chemin de Rionza 2;1020;Renens VD;VD;CH;association;109;Français;Renens VD;;106509722;Eglise de scientologie de Lausanne;101619610;0.5869565217391304|1.0;0.862318841;;pas RC;rien trouvé;OUI;;;
SNB;50216;Association LUMINESCENCES;c/o Mme Sophie Guyot;Avenue de Tivoli 19 bis;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;115485575;Association INECLA;101545871;0.64|1.0;0.88;;pas RC;CHE-169.566.140;NON;;;
SNB;54946;Association du Coquelicot;c/o Mme Sara Guignard;Grand-Rue 51;1315;La Sarraz;VD;CH;association;109;Français;La Sarraz;;112228970;Association du Cinéma Rex;101464771;0.64|1.0;0.88;;pas RC;rien trouvé;OUI;;;
SNB;60072;Association Région-Morges;;Chemin du Closel 15;1020;Renens VD;VD;CH;association;109;Français;Morges;;115593503;Association Roadmovie;101589560;0.64|1.0;0.88;;pas RC;rien trouvé;OUI;;;
SNB;64066;Association Xtraordinaire;c/o Mme Céline Vernet;Chemin des Pins 1A;1273;Arzier-Le Muids;VD;CH;association;109;Français;Arzier-L.Muids;;466798744;Association Marie-Claire;101482573;0.6799999999999999|1.0;0.893333333;;pas RC;rien trouvé;OUI;;;
DVT;65548;Fondation Paulette CARAY;c/o Mme Paulette CARAY;Chemin de Bellerive 6;1007;Lausanne Secteur de dist.;VD;CH;fondation;110;Français;Lausanne;;109637405;Fondation Paul Budry;101426639;0.625|1.0;0.875;;pas RC;rien trouvé;OUI;;;
SNB;68901;Association INGOODCOMPANY;c/o Michael Monney;Rue Saint-Martin 9;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;115485575;Association INECLA;101545871;0.64|1.0;0.88;;pas RC;CHE-449.901.076;NON;;;
SNB;16514;Fédération Suisse des Amis de la Nature, Section de Nyon;;Case postale 1002;1260;Nyon;VD;CH;association;109;Français;Nyon;;302774769;Fédération Suisse des Amis de la Nature;101596250;0.6964285714285714|1.0;0.898809524;;pas RC;rien trouvé;OUI;;;
SNB+DVT;15643;Société vaudoise des pêcheurs en rivière, Comité central;p.a. Fiduciaire Schick S.A.;Place du Saugey 5;1026;Echandens;VD;CH;association;109;Français;Oron;;103644631;Société Vaudoise des Pêcheurs En Rivière / le Moulinet;101643966;0.6607142857142857|1.0;0.886904762;;pas RC;rien trouvé;OUI;;;
SNB;19781;Union Nautique;c/o Mme Verena Reymond;Ferme du Prassy;1682;Lovatens;VD;CH;association;109;Français;Yverdon-les-B.;;329056307;Union Nautique Morges;101469121;0.6666666666666667|1.0;0.888888889;;pas RC;CHE-100.799.556;NON;;;
SNB+DVT;37818;Association de la Maison de Paroisse des Croisettes;c/o M. Emmanuel Schmied;Chemin des Planches 10;1066;Epalinges;VD;CH;association;109;Français;Epalinges;;169853409;Association de la Maison du Dessin de Presse;101471433;0.6862745098039216|1.0;0.895424837;;pas RC;rien trouvé;OUI;;;
SNB;38032;La Compagnie Linga;pa CGS Comptabilité /M. Spurio;Chemin de Montelly 56;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;354798493;La Compagnie du Cledar;101468054;0.6363636363636364|1.0;0.878787879;;pas RC;CHE-113.157.574;NON;ok dvt / adresse IDE Pully Siège fiscal Lausanne;;
SNB;40429;Association REBOND'ART;c/o Mme Dominique Moser-Massy;Chemin de Combes 12;1009;Pully;VD;CH;association;109;Français;Ecublens VD;;328129010;Association Bon'Art;101627210;0.6818181818181819|1.0;0.893939394;;pas RC;CHE-299.216.722;NON;;;
SNB;49804;ASSOCIATION TRIBUMOSSI;;Case postale 33;1312;Eclépens;VD;CH;association;109;Français;Eclépens;;219639435;ASSOCIATION CAUSE;101453839;0.6363636363636364|1.0;0.878787879;;pas RC;CHE-113.595.916;NON;;;
SNB;54746;Association Les Amis de Mafli;;Case postale 356;1095;Lutry;VD;CH;association;109;Français;Lutry;;104176785;Association des Amis de la Cité;101599294;0.8064516129032258|1.0;0.935483871;;pas RC;rien trouvé;OUI;;;
SNB;64124;Association Song Kiiba;c/o M. Joseph Frund;Route de la Crottaz 12;1802;Corseaux;VD;CH;association;109;Français;Vevey;;112966080;Association Soteria;101619670;0.7272727272727273|1.0;0.909090909;;pas RC;rien trouvé;OUI;;;
SNB;65523;Association Le Groupe Scout de la Venoge;c/o M. Severin Rossi;Chemin de la Jonchère 18;1304;Cossonay-Ville;VD;CH;association;109;Français;Cossonay;;103822447;Association de la Piscine de la Venoge;101654585;0.7|1.0;0.9;;pas RC;rien trouvé;OUI;;;
SNB;14980;Association pour l'Eurythmie de Langue Française;M. Paul Heitmann;Ch. de Vers-chez-Cottier 4 B;1807;Blonay;VD;CH;association;109;Français;Saint-Prex;;104038605;Association Suisse des Libraires de Langue Française;101560765;0.6730769230769231|1.0;0.891025641;;pas RC;rien trouvé;OUI;;;
SNB+DVT;63535;Société de Tir aux Armes de Guerre de Mollens;c/o M. Olivier Wacht;Rue Neuve 2;1146;Mollens VD;VD;CH;association;109;Français;Mollens VD;;293028323;Société de Tir Aux Armes de Guerre;101501101;0.7333333333333334|1.0;0.911111111;;pas RC;rien trouvé;OUI;;;
SNB;53587;Association du Vieux Four de Chapelle Vaudanne;c/o M. Jean-Frédéric Pache;Le Château;1063;Chapelle-sur-Moudon;VD;CH;association;109;Français;Montanaire;;432156921;Association de vignerons de La Côte vaudoise;101663083;0.5869565217391304|1.0;0.862318841;;pas RC;rien trouvé;OUI;;;
SNB;46514;Association scolaire intercommunale d'Avenches et environs (ASIA);;;1580;Avenches;VD;CH;association;109;Français;Avenches;;277781333;Association Scolaire Intercommunale de Payerne et Environs (ASIPE);101462852;0.7878787878787878|1.0;0.929292929;;pas RC;rien trouvé;OUI;;;
SNB;54571;Société philanthropique BUREAU 60;;Bureau 60-Rue des Pêcheurs 8A;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;103913937;Société philanthropique de la Lignière;101458770;0.631578947368421|1.0;0.877192982;;pas RC;CHE-107.328.614;NON;;;
SNB+DVT;62325;Communauté catholique d'Yvonand;c/o M. Viktor Zeiter;Chemin des Cerisiers 8;1462;Yvonand;VD;CH;association;109;Français;Yvonand;;405875048;Communauté catholique de Gland;101441563;0.8387096774193549|1.0;0.946236559;;pas RC;rien trouvé;OUI;;;
SNB+DVT;66608;Eglise évangélique de Clos-Riant;;Chemin de Clos Riant 3;1660;Château-d'Oex;VD;CH;association;109;Français;Château-d'Oex;;272813693;Eglise évangélique de Crissier;101498327;0.78125|1.0;0.927083333;;pas RC;rien trouvé;OUI;;;
SNB;53793;Jardin d'enfants de Corseaux La Farandole;;Rue du Village 15;1802;Corseaux;VD;CH;association;109;Français;Corseaux;;364571672;Jardin d'enfants de Lutry, Christiane Conne;101523943;0.5581395348837209|1.0;0.852713178;;pas RC;CHE-109.756.642;NON;;;
SNB+DVT;69300;Communauté catholique romaine de Lucens;;Rue Champ-Min 1;1522;Lucens;VD;CH;association;109;Français;Lucens;;405875048;Communauté catholique de Gland;101441563;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB;18029;Association Froideville Sports;c/o M. Philippe Sallin;Case postale 10;1055;Froideville;VD;CH;association;109;Français;Froideville;;237658821;Association FC Lausanne-Sport;101563927;0.6333333333333333|1.0;0.877777778;;pas RC;rien trouvé;OUI;;;
SNB;20265;Association des Amis de l'ensemble Vocal de Lausanne;Secrétariat EVL;Avenue du Grammont 11 bis;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;113247467;Association des Amis du Musée des Beaux-Arts de Lausanne;101550161;0.6785714285714286|1.0;0.892857143;;pas RC;CHE-362.329.203;NON;;;
SNB+DVT;20889;"Société de tir ""Armes Réunies""";c/o M. Patrick Morattel;Avenue de la Vignette 7;1522;Lucens;VD;CH;association;109;Français;Lucens;;113499968;Société de tir Le Chêne;101445409;0.6333333333333333|1.0;0.877777778;;pas RC;rien trouvé;OUI;;;
SNB;21007;Association Vaudoise Toitures et Facades;p.a. Centre Patronal;Case postale 1215;1001;Lausanne;VD;CH;association;109;Français;Paudex;;329516473;Association Vaudoise des auto-écoles;101591700;0.675|1.0;0.891666667;;pas RC;rien trouvé;OUI;;;
SNB;37273;Histoire & Voyages Association;;Case postale 340;1000;Lausanne 22 Bergières;VD;CH;association;109;Français;Lausanne;;109264089;Histoire & Voyages S.à r.l.;101560159;0.6333333333333333|1.0;0.877777778;;pas RC;rien trouvé;OUI;;;
SNB;51253;Société des Carabiniers d'Orbe;c/o M. Daniel Monnier;Rue Pierre Viret 12;1350;Orbe;VD;CH;association;109;Français;Orbe;;102392697;Société de Laiterie d'Orny;101486983;0.6333333333333333|1.0;0.877777778;;pas RC;rien trouvé;OUI;;;
SNB;57040;Association Zazakely Suisse;c/o M. Jean-Pierre Counet;Route de l' Etraz 18;1136;Bussy-Chardonney;VD;CH;association;109;Français;Bussy-Chardon.;;113428017;Association Empart Suisse;101640424;0.7407407407407407|1.0;0.913580247;;pas RC;rien trouvé;OUI;;;
SNB;62410;Association d'Entraide Familiale Rolle et Environs;c/o M. Jacques-Robert Meylan;Chemin des Oiseaux 6;1180;Rolle;VD;CH;association;109;Français;Rolle;;114448531;Association de l'entraide familiale de Rolle et des environs;101434225;0.7833333333333333|1.0;0.927777778;;pas RC;CHE-114.448.531;NON;;;
SNB+DVT;63537;Société de Tir du Cristallin;c/o M. Thierry Brechbühler;Place de Marterey 3;1372;Bavois;VD;CH;association;109;Français;Bavois;;113498880;Société de Tir de Terre-Sainte;101497065;0.6333333333333333|1.0;0.877777778;;pas RC;rien trouvé;OUI;;;
SNB;66884;Association des Kabyles de Suisse (AKS);;;1000;Lausanne;VD;CH;association;109;Français;Lausanne;;355146034;Association des Paysannes Vaudoises (APV);101486523;0.6341463414634146|1.0;0.87804878;;pas RC;rien trouvé;OUI;;;
SNB;54048;Association URGENCE Reboisement;;Case postale 15;1000;Lausanne 20 Sévelin;VD;CH;association;109;Français;Lausanne;;138413552;Association Expertise Vente;101612954;0.5806451612903225|1.0;0.860215054;;pas RC;rien trouvé;OUI;;;
SNB ;15071;Tennis-Club d'Etoy;;Case postale 79;1163;Etoy;VD;CH;association;109;Français;Etoy;;103688309;Tennis Club Etoy;101611112;0.8333333333333334|1.0;0.944444444;;pas RC;CHE-103.688.309;NON;;;
SNB+DVT;15254;Association du Tennnis-Club d'Orbe;;Case postale 84;1350;Orbe;VD;CH;association;109;Français;Orbe;;103266894;Association de la piscine d'Orbe;101550057;0.6764705882352942|1.0;0.892156863;;pas RC;CHE-447.745.397;NON;;;
SNB+DVT;20947;Tennis-Club d'Arnex;A l'att. de M. Pascal Christe;Case postale;1321;Arnex-sur-Orbe;VD;CH;association;109;Français;Arnex-sur-Or.;;103684263;Tennis Club de Bex;101492159;0.736842105263158|1.0;0.912280702;;pas RC;rien trouvé;OUI;;;
SNB+DVT;23294;Tennis Club de Rolle;c/o M. Patrick Hartung;Les Eaux, Case postale 13;1180;Rolle;VD;CH;association;109;Français;Rolle;;104136308;Tennis Club de Pully;101429849;0.85|1.0;0.95;;pas RC;rien trouvé;OUI;;;
SNB;54150;Association PRO VELO Région Lausanne;Mme Florence Germond;Avenue de Beaulieu 45;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;100975907;Association L'Artimon-Lausanne;101580146;0.6388888888888888|1.0;0.87962963;;pas RC;CHE-193.479.027;NON;;;
SNB ;49187;Tennis-Club de Founex;;Route de Chataigneriaz;1297;Founex;VD;CH;association;109;Français;Founex;;231256016;Tennis club de Founex;101621908;0.9047619047619048|1.0;0.968253968;;pas RC;CHE-231.256.016;NON;;;
SNB;70903;Association Romande de Ski (SROM);;Rue du Petit-Chêne 22;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;109838702;Association Romande de Ski;101601012;0.7878787878787878|1.0;0.929292929;;pas RC;CHE-109.838.702;NON;;;
SNB;67155;Association vaudoise de physiothérapie;M.Th.Smets et Mme S.Krattinger;Chemin du Levant 1;1005;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;110165198;Association vaudoise de danse contemporaine;101570637;0.6976744186046512|1.0;0.899224806;;pas RC;CHE-273.660.297;NON;;;
SNB;14958;Société de l'Aigle Noir;c/o M. Jaquerod Etienne;Avenue des Ormonts 14;1860;Aigle;VD;CH;association;109;Français;Aigle;;101705612;Société de l'Hôtel Bonivard;101505825;0.6296296296296297|1.0;0.87654321;;pas RC;rien trouvé;OUI;;;
SNB+DVT;54376;Société de tir sportif de St-Oyens;c/o M. Bernard Bieri;Chemin de la Pralie 1;1187;St-Oyens;VD;CH;association;109;Français;Saint-Oyens;;103308995;Société de laiterie de Bottens;101603616;0.5882352941176471|1.0;0.862745098;;pas RC;rien trouvé;OUI;;;
SNB;20840;Compagnie des Mousquetaires;c/o M. Gilbert Banderet;Ch. des Cerfs / Sus Châtel;1272;Genolier;VD;CH;association;109;Français;Grandson;;300992539;Compagnie des deux Masques;101554711;0.6296296296296297|1.0;0.87654321;;pas RC;rien trouvé;OUI;;;
SNB;54449;Association suisse des greffés de la moelle osseuse (GMO Suisse romande);M. Remi Goguet;Route Monts-de-Lavaux 34;1092;Belmont-sur-Lausanne;VD;CH;association;109;Français;Belmont-sur-L.;;352054430;Association des parents d'élèves Ecole serbe de Suisse Romande;101583102;0.5555555555555556|1.0;0.851851852;;pas RC;rien trouvé;OUI;;;
SNB;54568;Association d'élevage d'Ormont-Dessus;M. André Berruex;Le Meilleret B;1865;Les Diablerets;VD;CH;association;109;Français;Ormont-Dessus;;226171064;Association du Musée des Ormonts;101434495;0.5675675675675675|1.0;0.855855856;;pas RC;rien trouvé;OUI;;;
SNB ;50147;Union Nautique de Morges;;Case postale 3203;1110;Morges 3 Grosse Pierre;VD;CH;association;109;Français;Morges;;329056307;Union Nautique Morges;101469121;0.875|1.0;0.958333333;;pas RC;CHE-329.056.307;NON;;;
SNB+DVT;54958;Société de tir du PRAZ-AMIET;c/o M. Christian Reymond;La Ruelle 3;1322;Croy;VD;CH;association;109;Français;Croy;;113485512;Société de tir de Vallorbe;101595324;0.6071428571428572|1.0;0.869047619;;pas RC;rien trouvé;OUI;;;
SNB;62968;Association Cranma- Cugnu de Seigneux;c/o M. Pascal Gaschen;Route du Collège 10;1525;Seigneux;VD;CH;association;109;Français;Valbroye;;194566203;Association Graine de Curieux;101651325;0.5945945945945945|1.0;0.864864865;;pas RC;rien trouvé;OUI;;;
SNB;65539;Association des Cavaliers du Léman ACL;c/o Mme Anita Raverdino;Route de l' Etraz 48;1196;Gland;VD;CH;association;109;Français;Gland;;177007517;Association Les Jardiniers d'espérance;101527104;0.6052631578947368|1.0;0.868421053;;pas RC;rien trouvé;OUI;;;
SNB;66572;Association Villa YoYo Vaud;;Avenue de la Gare 31;1022;Chavannes-près-Renens;VD;CH;association;109;Français;Chavannes-p-R.;;486338400;Association Villa Yoyo Vaud;101679752;0.962962962962963|1.0;0.987654321;;pas RC;CHE-486.338.400;NON;;;
SNB;67825;Association THEATRE EN FLAMMES;;Rue de Genève 52;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;472328134;Association TERRAINVAGUE;101585802;0.6|1.0;0.866666667;;pas RC;CHE-102.161.152;NON;;;
SNB;53886;Société de développement Morrens-Orme;Greffe Municipal;M. Jean-Daniel Chamot;1054;Morrens VD;VD;CH;association;109;Français;Morrens VD;;116461353;Société de développement de Lutry;101606016;0.7297297297297297|1.0;0.90990991;;pas RC;rien trouvé;OUI;;;
SNB;20131;Société Vaudoise des Maîtres Secondaires;;Chemin des Allinges 2;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;101782156;Société Vaudoise des Maîtres Relieurs;101608404;0.8|1.0;0.933333333;;pas RC;CHE-106.224.573;NON;;;
SNB+DVT;15052;Tennis-Club;;Case postale 296;1450;Ste-Croix;VD;CH;association;109;Français;Sainte-Croix;;107863250;Tennis-Club Desa;101660387;0.6875|1.0;0.895833333;;pas RC;rien trouvé;OUI;;;
SNB;19601;Association la Matelotte;;Case postale 891;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;113199466;Association la Fraternité;101560379;0.76|1.0;0.92;;pas RC;rien trouvé;OUI;;;
DVT;22048;Fondation Madeleine Dony;Paul Meylan;La Rochelle;1148;L'Isle;VD;CH;fondation;110;Français;L'Isle;;102704785;Fondation Madeleine de Weiss;101553809;0.7142857142857143|1.0;0.904761905;;pas RC;rien trouvé;OUI;;;
SNB;55075;"Association du jardin d'enfants ""Perlimpinpin""";;Chemin Neuf 1;1042;Bettens;VD;CH;association;109;Français;Bettens;;352986701;Association du Jardin d'enfants La Boîte à Malice;101493141;0.653061224489796|1.0;0.884353741;;Fin 2011 + pas RC;Néant;NON;;;
DVT;25300;Fondation Bonzon-Burlet;p.a. Commune d'Ormont-Dessous;Chemin du Planchamp 2;1863;Le Sépey;VD;CH;fondation;110;Français;Ormont-D.sous;;110367193;Fondation Conrad Bourgeois;101618962;0.6153846153846154|1.0;0.871794872;;pas RC;rien trouvé;OUI;;;
SNB;26441;Association des Turcs de Moudon;;Case postale 8;1510;Moudon;VD;CH;association;109;Français;Moudon;;109321882;Association des Turcs de Lausanne;101503763;0.8181818181818181|1.0;0.939393939;;pas RC;CHE-113.502.725;NON;Ok dvt;;
SNB;37524;Association Romande CIAO;;Avenue de Riant-Mont 1;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;215845757;Association romande CIAO;101614776;0.9583333333333334|1.0;0.986111111;;pas RC;CHE-215.845.757;NON;;;
SNB;37630;Société cynologique Orbe et environs;c/o Mme Sophie Mols;Château d'En-Haut 5;1312;Eclépens;VD;CH;association;109;Français;Orbe;;113497194;Société Cynologique Yverdon et Environs;101635480;0.7948717948717949|1.0;0.931623932;;pas RC;rien trouvé;OUI;;;
SNB;48474;Fondation Avinun de Lima;c/o M. Pascal David;Route du Burenoz 41;1092;Belmont-sur-Lausanne;VD;CH;association;109;Français;Lausanne;;113626801;Fondation Jour de joie;101447901;0.625|1.0;0.875;;pas RC;rien trouvé;OUI;;;
DVT;49805;FONDATION DE FAMILLE BAUDET;;Chemin du Moulin 9;1168;Villars-sous-Yens;VD;CH;fondation;110;Français;Eclépens;;109591602;FONDATION DE L'OLIPHANT;101524548;0.5925925925925926|1.0;0.864197531;;pas RC;rien trouvé;OUI;;;
SNB+DVT;55637;Communauté d'Emmaüs Etagnières;p.a. M. Augustin Deshusses;Rue Jacques- Dalphin 7;1227;Carouge GE;VD;CH;association;109;Français;Etagnières;;114880288;Commune d'Etagnières;101449657;0.6333333333333333|1.0;0.877777778;;pas RC;CHE-102.745.755;NON;;;
SNB;50438;Association Delta Vision;Case postale 80;Rue Galilée 3;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;231834261;Association DeltaVision - PMC;101653403;0.7586206896551724|1.0;0.91954023;;pas RC;CHE-231.834.261;NON;;;
SNB;52193;"Association ""Saint Jean-Marie Vianney Lausanne""";M. Bernard Debély;Chemin d' Entre-Bois 55;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;346581939;Association La Lanterne Magique Lausanne;101558545;0.5957446808510638|1.0;0.865248227;;pas RC;rien trouvé;OUI;;;
SNB;60556;Association des Amis de Jaques Berger;c/o Dr. Nicolas Bergier;Avenue Sainte-Luce 12;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;347784913;Association des Amis de Jacques Roman;101463461;0.8108108108108107|1.0;0.936936937;;pas RC;rien trouvé;OUI;;;
SNB+DVT;67072;Eglise Evangélique de Gimel;;Impasse de l' Oche 4;1188;Gimel;VD;CH;association;109;Français;Gimel;;112250337;Eglise Evangélique de Reveil;101494501;0.8571428571428572|1.0;0.952380952;;pas RC;rien trouvé;OUI;;;
SNB;69953;Maison pour Tous;;Les Monnaires;1660;Château-d'Oex;VD;CH;association;109;Français;Château-d'Oex;;113536262;Maison plus Sàrl;101640988;0.625|1.0;0.875;;pas RC;CHE-346.882.571;NON;;;
SNB;56205;Association pour la Maison de Brigade APMBS;APMBS;;1010;Lausanne;VD;CH;association;109;Français;Lausanne;;100516764;Association de la Maison de Collans;101495217;0.627906976744186|1.0;0.875968992;;pas RC;rien trouvé;OUI;;;
SNB;70887;Association Company Idem;;Rue du Jura 15;1450;Ste-Croix;VD;CH;association;109;Français;Sainte-Croix;;403806467;Association Tandem;101605990;0.7083333333333333|1.0;0.902777778;;pas RC;rien trouvé;OUI;;;
SNB;71923;"Association ""ELEWA-AFRICA""";c/o Mme Krysia Cinelli;Ch. de Magnenèche 1;1867;Ollon VD;VD;CH;association;109;Français;Ollon;;299113832;Association GFLMUSIC;101566836;0.5769230769230769|1.0;0.858974359;;pas RC;rien trouvé;OUI;;;
SNB;19748;Association du Théâtre de l'Ephémère;c/o Mme Elena Vuille-Mondada;;1071;Rivaz;VD;CH;association;109;Français;Rivaz;;310987681;Association Théâtre de l'Oxymore;101473620;0.7777777777777778|1.0;0.925925926;;pas RC;rien trouvé;OUI;;;
SNB;25045;Association garde d'enfants La Ribambelle;La Ribambelle;Chemin d' Eysins 51;1260;Nyon;VD;CH;association;109;Français;Nyon;;113818192;Association Jardin d'enfants Lutania;101645575;0.6585365853658536|1.0;0.886178862;;pas RC;rien trouvé;OUI;;;
DVT;70340;Fondation de Bienfaisance du Centenaire;Mme Alexandra Favret;Avenue des Casernes 2;1018;Lausanne;VD;CH;fondation;110;Français;Lausanne;;101889021;Fondation de Bienfaisance d'Orbe;101622368;0.717948717948718|1.0;0.905982906;;pas RC;rien trouvé;OUI;;;
SNB+DVT;34317;Eglise Evangélique d'Echallens (E.E.E.);;Place de l'hôtel de Ville 8;1040;Echallens;VD;CH;association;109;Français;Echallens;;104388318;Eglise Evangélique des Uttins;101651869;0.5897435897435898|1.0;0.863247863;;pas RC;rien trouvé;OUI;;;
SNB+DVT;39926;Eglise Evangélique de Lonay (EEL);;Avenue de Morges 37;1027;Lonay;VD;CH;association;109;Français;Lonay;;466660123;Eglise Evangélique de Moudon;101653295;0.696969696969697|1.0;0.898989899;;pas RC;rien trouvé;OUI;;;
SNB;54499;Association Peuples de la Terre;M. et Mme Köhli;Chemin des Communailles 13;1055;Froideville;VD;CH;association;109;Français;Lausanne;;211255054;Association Festival de la Terre;101682054;0.78125|1.0;0.927083333;;pas RC;rien trouvé;OUI;;;
SNB;25252;Association du Stand Bedaulaz;c/o M. Albert Mercanton;Chemin de l' Hermite 4;1072;Forel (Lavaux);VD;CH;association;109;Français;Forel Lavaux;;300651771;Association du Salopard;101561811;0.6206896551724138|1.0;0.873563218;;pas RC;rien trouvé;OUI;;;
SNB+DVT;28538;Football Club Vignoble - Cully;;Case postale 94;1096;Cully;VD;CH;association;109;Français;Bourg/Lavaux;;102484454;Football Club Aigle;101446163;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB+DVT;33755;Paroisse Catholique Saint-Jean;;Rue de Fribourg 34;1800;Vevey;VD;CH;association;109;Français;Vevey;;190867344;Paroisse Catholique de Clarens;101429377;0.7|1.0;0.9;;pas RC;rien trouvé;OUI;;;
SNB;59167;Association Mission Maranatha;;Rue du Mont Tendre 3;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;481177242;Association Leysin Danse;101644196;0.6206896551724138|1.0;0.873563218;;pas RC;rien trouvé;OUI;;;
SNB;68831;Association intercommunale pour l'épuration eaux usées de Grandcour-Missy-Vallon;p.a. Greffe municipal;Place des Chavannes 1;1543;Grandcour;VD;CH;association;109;Français;Grandcour;;160094778;Association intercommunale pour l'epuration des eaux usees de la Haute-Broye (VOG);101528794;0.6951219512195121|1.0;0.898373984;;pas RC;rien trouvé;OUI;;;
SNB+DVT;26454;Eglise Evangélique de Réveil de Vevey;Pasteur Bernard Bonjour;Boulevard de Charmontey 7;1800;Vevey;VD;CH;association;109;Français;Vevey;;378208114;Eglise évangélique de Réveil de Meyrin;101465261;0.8421052631578947|1.0;0.947368421;;pas RC;CHE-112.250.314;NON;;;
